Date,Type,Action,Client IP,Country name,Domain,WAF alerts,HTTP verb,Request URL,HTTP version,Referrer,Response code,Response size,Cache status,Fingerprint,Country code,Access Rule ID,Origin IP,Origin response time
" 4:07:12pm, Jan  9 +00:00",Access,-,162.88.252.168,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,1087,-,-,US,-,-,-
" 4:07:12pm, Jan  9 +00:00",JSC,Block,162.88.252.168,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,-,-,-,US,-,-,-
" 4:07:08pm, Jan  9 +00:00",Access,-,162.88.252.154,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:07:08pm, Jan  9 +00:00",JSC,Block,162.88.252.154,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:07:08pm, Jan  9 +00:00",Access,-,162.88.252.166,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,200,1080,NOTCACHED,-,US,-,165.227.250.169:80,0.992
" 4:07:08pm, Jan  9 +00:00",JSC,Block,162.88.252.142,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:07:08pm, Jan  9 +00:00",Access,-,162.88.252.142,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:07:06pm, Jan  9 +00:00",Access,-,162.88.252.143,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,1087,-,-,US,-,-,-
" 4:07:06pm, Jan  9 +00:00",JSC,Block,162.88.252.143,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,-,-,-,US,-,-,-
" 4:07:03pm, Jan  9 +00:00",Access,-,162.88.252.169,United States,zen86.cyberdemo.net,-,GET,/?american-express=342948562818002,1.1,-,403,1087,-,-,US,-,-,-
" 4:07:03pm, Jan  9 +00:00",JSC,Block,162.88.252.169,United States,zen86.cyberdemo.net,-,GET,/?american-express=***************,1.1,-,403,-,-,-,US,-,-,-
" 4:07:02pm, Jan  9 +00:00",JSC,Block,91.198.22.133,United Kingdom,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,GB,-,-,-
" 4:07:02pm, Jan  9 +00:00",JSC,Block,162.88.252.141,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:07:02pm, Jan  9 +00:00",Access,-,162.88.252.183,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:07:02pm, Jan  9 +00:00",JSC,Block,80.231.25.133,Europe,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,EU,-,-,-
" 4:07:02pm, Jan  9 +00:00",Access,-,216.146.38.134,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,2415,-,-,US,-,-,0.011
" 4:07:02pm, Jan  9 +00:00",Access,-,162.88.252.187,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,1087,-,-,US,-,-,-
" 4:07:02pm, Jan  9 +00:00",JSC,Block,162.88.252.183,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:07:02pm, Jan  9 +00:00",Access Rules,Alert,91.198.22.133,United Kingdom,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,GB,gdpr,-,-
" 4:07:02pm, Jan  9 +00:00",Access,-,80.231.25.133,Europe,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1085,-,-,EU,-,-,-
" 4:07:02pm, Jan  9 +00:00",Access,-,162.88.252.141,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:07:02pm, Jan  9 +00:00",Access,-,91.198.22.133,United Kingdom,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1084,-,-,GB,-,-,-
" 4:07:02pm, Jan  9 +00:00",JSC,Block,162.88.252.187,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,-,-,-,US,-,-,-
" 4:07:02pm, Jan  9 +00:00",WAF Rules,Block,216.146.38.134,-,zen86.cyberdemo.net.,"[{""id""=>""960015"", ""message""=>""A < GET > request to zen86.cyberdemo.net./ URI is missing an Accept Header"", ""data""=>""Warning. Operator EQ matched 0 at REQUEST_HEADERS.""}, {""id""=>""960009"", ""message""=>""Request Missing a User Agent Header"", ""data""=>""Access denied with code 403 (phase 2). Operator EQ matched 0 at REQUEST_HEADERS.""}]",GET,/,HTTP/1.1,-,-,-,-,-,-,-,-,-
" 4:07:01pm, Jan  9 +00:00",Access,-,162.88.252.130,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:07:01pm, Jan  9 +00:00",Access,-,162.88.252.137,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/weak_id?tag=/../../../../..//etc/passwd,1.1,-,403,1087,-,-,US,-,-,-
" 4:07:01pm, Jan  9 +00:00",Access,-,162.88.252.172,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,200,1077,NOTCACHED,-,US,-,165.227.250.169:80,3.499
" 4:07:01pm, Jan  9 +00:00",JSC,Block,162.88.252.130,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:07:01pm, Jan  9 +00:00",JSC,Block,162.88.252.137,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/weak_id?tag=/../../../../..//etc/passwd,1.1,-,403,-,-,-,US,-,-,-
" 4:06:57pm, Jan  9 +00:00",Access,-,162.88.252.171,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/xss_d?ver=1.2.1));waitfordelay'0:0:4'--,1.1,-,403,1092,-,-,US,-,-,-
" 4:06:57pm, Jan  9 +00:00",JSC,Block,162.88.252.171,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/xss_d?ver=1.2.1));waitfordelay'0:0:4'--,1.1,-,403,-,-,-,US,-,-,-
" 4:06:57pm, Jan  9 +00:00",Access,-,162.88.252.163,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,1087,-,-,US,-,-,-
" 4:06:57pm, Jan  9 +00:00",JSC,Block,162.88.252.163,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,-,-,-,US,-,-,-
" 4:06:55pm, Jan  9 +00:00",Access,-,162.88.252.145,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:06:55pm, Jan  9 +00:00",JSC,Block,162.88.252.145,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:06:52pm, Jan  9 +00:00",WAF Rules,Block,162.88.252.188,-,zen86.cyberdemo.net,"[{""id""=>""950002"", ""message""=>""System Command Access. Matched Data: telnet.exe found within ARGS:a: telnet.exe"", ""data""=>""Warning. Pattern match \""\\\\b(?:(?:n(?:map|et|c)|w(?:guest|sh)|telnet|rcmd|ftp)\\\\.exe\\\\b|cmd(?:(?:32)?\\\\.exe\\\\b|\\\\b\\\\W*?\\\\/c))\"" at ARGS:a.""}, {""id""=>""950006"", ""message""=>""System Command Injection"", ""data""=>""Access denied with code 403 (phase 2). Pattern match \""(?:\\\\b(?:(?:n(?:et(?:\\\\b\\\\W+?\\\\blocalgroup|\\\\.exe)|(?:map|c)\\\\.exe)|t(?:racer(?:oute|t)|elnet\\\\.exe|clsh8?|ftp)|(?:w(?:guest|sh)|rcmd|ftp)\\\\.exe|echo\\\\b\\\\W*?\\\\by+)\\\\b|c(?:md(?:(?:\\\\.exe|32)\\\\b|\\\\b\\\\W*?\\\\/c)|d(?:\\\\b\\\\W*?[\\\\/]|\\\\W*?\\\\.\\\\.)|hmod.{0,40}?\\\\ ...\"" at ARGS:a.""}]",GET,/vulnerabilities/exec?a=telnet.exe,HTTP/1.1,-,-,-,-,-,-,-,-,-
" 4:06:52pm, Jan  9 +00:00",Access,-,162.88.252.188,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,2415,-,-,US,-,-,0.006
" 4:06:50pm, Jan  9 +00:00",Access,-,162.88.252.137,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:06:50pm, Jan  9 +00:00",JSC,Block,162.88.252.191,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:06:50pm, Jan  9 +00:00",JSC,Block,162.88.252.137,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:06:50pm, Jan  9 +00:00",Access,-,162.88.252.191,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:06:49pm, Jan  9 +00:00",Access,-,162.88.252.185,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:06:49pm, Jan  9 +00:00",JSC,Block,162.88.252.185,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:06:48pm, Jan  9 +00:00",JSC,Block,162.88.252.171,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,-,-,-,US,-,-,-
" 4:06:48pm, Jan  9 +00:00",Access,-,162.88.252.171,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,1087,-,-,US,-,-,-
" 4:06:48pm, Jan  9 +00:00",JSC,Block,162.88.252.140,United States,zen86.cyberdemo.net,-,GET,/?american-express=***************,1.1,-,403,-,-,-,US,-,-,-
" 4:06:48pm, Jan  9 +00:00",Access,-,162.88.252.140,United States,zen86.cyberdemo.net,-,GET,/?american-express=342948562818002,1.1,-,403,1087,-,-,US,-,-,-
" 4:06:44pm, Jan  9 +00:00",Access,-,162.88.252.177,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:06:44pm, Jan  9 +00:00",JSC,Block,162.88.252.177,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:06:43pm, Jan  9 +00:00",JSC,Block,162.88.252.176,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/weak_id?tag=/../../../../..//etc/passwd,1.1,-,403,-,-,-,US,-,-,-
" 4:06:43pm, Jan  9 +00:00",Access,-,162.88.252.170,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:06:43pm, Jan  9 +00:00",Access,-,162.88.252.137,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:06:43pm, Jan  9 +00:00",JSC,Block,162.88.252.137,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:06:43pm, Jan  9 +00:00",JSC,Block,162.88.252.170,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:06:43pm, Jan  9 +00:00",Access,-,162.88.252.176,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/weak_id?tag=/../../../../..//etc/passwd,1.1,-,403,1087,-,-,US,-,-,-
" 4:06:42pm, Jan  9 +00:00",Access,-,162.88.252.137,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,1087,-,-,US,-,-,-
" 4:06:42pm, Jan  9 +00:00",JSC,Block,162.88.252.137,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,-,-,-,US,-,-,-
" 4:06:41pm, Jan  9 +00:00",WAF Rules,Alert,162.88.252.129,-,zen86.cyberdemo.net,"[{""id""=>""981078"", ""data""=>""Warning. CC# match \""(?:^|[^\\d])(\\d{4}\\-?\\d{4}\\-?\\d{2}\\-?\\d{2}\\-?\\d{1,4})(?:[^\\d]|$)\"" at ARGS:american-express. [offset \""0\""]""}, {""id""=>""920009"", ""message""=>""American Express Credit Card Number detected in user input"", ""data""=>""Warning. CC# match \""(?:^|[^\\d])(3[47]\\d{2}\\-?\\d{4}\\-?\\d{2}\\-?\\d{2}\\-?\\d{3})(?:[^\\d]|$)\"" at ARGS:american-express. [offset \""0\""]""}, {""id""=>""90009"", ""message""=>""American Express Credit Card Number detected in user input"", ""data""=>""Warning. CC# match \""(?:^|[^\\d])(3[47]\\d{2}\\-?\\d{4}\\-?\\d{2}\\-?\\d{2}\\-?\\d{3})(?:[^\\d]|$)\"" at ARGS:american-express. [offset \""0\""]""}]",GET,/?american-express=***************,HTTP/1.1,-,-,-,-,-,-,-,-,-
" 4:06:41pm, Jan  9 +00:00",Access,-,162.88.252.129,United States,zen86.cyberdemo.net,-,GET,/?american-express=342948562818002,1.1,-,200,1081,NOTCACHED,-,US,-,165.227.250.169:80,1.598
" 4:06:38pm, Jan  9 +00:00",JSC,Block,162.88.252.155,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:06:38pm, Jan  9 +00:00",Access,-,162.88.252.142,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:06:38pm, Jan  9 +00:00",Access,-,162.88.252.137,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:06:38pm, Jan  9 +00:00",JSC,Block,162.88.252.137,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:06:38pm, Jan  9 +00:00",JSC,Block,162.88.252.142,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:06:38pm, Jan  9 +00:00",Access,-,162.88.252.155,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:06:37pm, Jan  9 +00:00",Access,-,162.88.252.170,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,1087,-,-,US,-,-,-
" 4:06:37pm, Jan  9 +00:00",JSC,Block,162.88.252.170,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,-,-,-,US,-,-,-
" 4:06:32pm, Jan  9 +00:00",JSC,Block,162.88.252.143,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:06:32pm, Jan  9 +00:00",JSC,Block,162.88.252.185,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,-,-,-,US,-,-,-
" 4:06:32pm, Jan  9 +00:00",Access,-,162.88.252.185,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,1087,-,-,US,-,-,-
" 4:06:32pm, Jan  9 +00:00",Access,-,162.88.252.190,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:06:32pm, Jan  9 +00:00",Access,-,162.88.252.143,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:06:32pm, Jan  9 +00:00",JSC,Block,162.88.252.190,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:06:32pm, Jan  9 +00:00",Access,-,162.88.252.171,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:06:32pm, Jan  9 +00:00",JSC,Block,162.88.252.171,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:06:30pm, Jan  9 +00:00",Access,-,162.88.252.167,United States,zen86.cyberdemo.net,-,GET,/?american-express=342948562818002,1.1,-,403,1087,-,-,US,-,-,-
" 4:06:30pm, Jan  9 +00:00",JSC,Block,162.88.252.167,United States,zen86.cyberdemo.net,-,GET,/?american-express=***************,1.1,-,403,-,-,-,US,-,-,-
" 4:06:29pm, Jan  9 +00:00",JSC,Block,162.88.252.134,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/weak_id?tag=/../../../../..//etc/passwd,1.1,-,403,-,-,-,US,-,-,-
" 4:06:29pm, Jan  9 +00:00",Access,-,162.88.252.134,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/weak_id?tag=/../../../../..//etc/passwd,1.1,-,403,1087,-,-,US,-,-,-
" 4:06:27pm, Jan  9 +00:00",JSC,Block,162.88.252.151,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,-,-,-,US,-,-,-
" 4:06:27pm, Jan  9 +00:00",Access,-,162.88.252.151,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,1087,-,-,US,-,-,-
" 4:06:26pm, Jan  9 +00:00",JSC,Block,162.88.252.170,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:06:26pm, Jan  9 +00:00",JSC,Block,162.88.252.154,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:06:26pm, Jan  9 +00:00",JSC,Block,162.88.252.180,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:06:26pm, Jan  9 +00:00",Access,-,162.88.252.154,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:06:26pm, Jan  9 +00:00",Access,-,162.88.252.170,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:06:26pm, Jan  9 +00:00",Access,-,162.88.252.180,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:06:24pm, Jan  9 +00:00",JSC,Block,162.88.252.174,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/xss_d?ver=1.2.1));waitfordelay'0:0:4'--,1.1,-,403,-,-,-,US,-,-,-
" 4:06:24pm, Jan  9 +00:00",Access,-,162.88.252.174,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/xss_d?ver=1.2.1));waitfordelay'0:0:4'--,1.1,-,403,1092,-,-,US,-,-,-
" 4:06:24pm, Jan  9 +00:00",Access,-,162.88.252.132,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,2415,-,-,US,-,-,0.005
" 4:06:24pm, Jan  9 +00:00",WAF Rules,Block,162.88.252.132,-,zen86.cyberdemo.net,"[{""id""=>""950002"", ""message""=>""System Command Access. Matched Data: telnet.exe found within ARGS:a: telnet.exe"", ""data""=>""Warning. Pattern match \""\\\\b(?:(?:n(?:map|et|c)|w(?:guest|sh)|telnet|rcmd|ftp)\\\\.exe\\\\b|cmd(?:(?:32)?\\\\.exe\\\\b|\\\\b\\\\W*?\\\\/c))\"" at ARGS:a.""}, {""id""=>""950006"", ""message""=>""System Command Injection"", ""data""=>""Access denied with code 403 (phase 2). Pattern match \""(?:\\\\b(?:(?:n(?:et(?:\\\\b\\\\W+?\\\\blocalgroup|\\\\.exe)|(?:map|c)\\\\.exe)|t(?:racer(?:oute|t)|elnet\\\\.exe|clsh8?|ftp)|(?:w(?:guest|sh)|rcmd|ftp)\\\\.exe|echo\\\\b\\\\W*?\\\\by+)\\\\b|c(?:md(?:(?:\\\\.exe|32)\\\\b|\\\\b\\\\W*?\\\\/c)|d(?:\\\\b\\\\W*?[\\\\/]|\\\\W*?\\\\.\\\\.)|hmod.{0,40}?\\\\ ...\"" at ARGS:a.""}]",GET,/vulnerabilities/exec?a=telnet.exe,HTTP/1.1,-,-,-,-,-,-,-,-,-
" 4:06:20pm, Jan  9 +00:00",Access,-,162.88.252.162,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,2415,-,-,US,-,-,0.005
" 4:06:20pm, Jan  9 +00:00",WAF Rules,Block,162.88.252.162,-,zen86.cyberdemo.net,"[{""id""=>""950002"", ""message""=>""System Command Access. Matched Data: telnet.exe found within ARGS:a: telnet.exe"", ""data""=>""Warning. Pattern match \""\\\\b(?:(?:n(?:map|et|c)|w(?:guest|sh)|telnet|rcmd|ftp)\\\\.exe\\\\b|cmd(?:(?:32)?\\\\.exe\\\\b|\\\\b\\\\W*?\\\\/c))\"" at ARGS:a.""}, {""id""=>""950006"", ""message""=>""System Command Injection"", ""data""=>""Access denied with code 403 (phase 2). Pattern match \""(?:\\\\b(?:(?:n(?:et(?:\\\\b\\\\W+?\\\\blocalgroup|\\\\.exe)|(?:map|c)\\\\.exe)|t(?:racer(?:oute|t)|elnet\\\\.exe|clsh8?|ftp)|(?:w(?:guest|sh)|rcmd|ftp)\\\\.exe|echo\\\\b\\\\W*?\\\\by+)\\\\b|c(?:md(?:(?:\\\\.exe|32)\\\\b|\\\\b\\\\W*?\\\\/c)|d(?:\\\\b\\\\W*?[\\\\/]|\\\\W*?\\\\.\\\\.)|hmod.{0,40}?\\\\ ...\"" at ARGS:a.""}]",GET,/vulnerabilities/exec?a=telnet.exe,HTTP/1.1,-,-,-,-,-,-,-,-,-
" 4:06:20pm, Jan  9 +00:00",Access,-,162.88.252.183,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,200,1077,NOTCACHED,-,US,-,165.227.250.169:80,8.66
" 4:06:19pm, Jan  9 +00:00",JSC,Block,162.88.252.135,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:06:19pm, Jan  9 +00:00",JSC,Block,162.88.252.154,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:06:19pm, Jan  9 +00:00",JSC,Block,162.88.252.131,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:06:19pm, Jan  9 +00:00",Access,-,162.88.252.154,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:06:19pm, Jan  9 +00:00",Access,-,162.88.252.131,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:06:19pm, Jan  9 +00:00",Access,-,162.88.252.135,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:06:18pm, Jan  9 +00:00",JSC,Block,162.88.252.134,United States,zen86.cyberdemo.net,-,GET,/?american-express=***************,1.1,-,403,-,-,-,US,-,-,-
" 4:06:18pm, Jan  9 +00:00",Access,-,162.88.252.134,United States,zen86.cyberdemo.net,-,GET,/?american-express=342948562818002,1.1,-,403,1087,-,-,US,-,-,-
" 4:06:15pm, Jan  9 +00:00",Access,-,162.88.252.179,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,2415,-,-,US,-,-,0.005
" 4:06:15pm, Jan  9 +00:00",WAF Rules,Block,162.88.252.179,-,zen86.cyberdemo.net,"[{""id""=>""950002"", ""message""=>""System Command Access. Matched Data: telnet.exe found within ARGS:a: telnet.exe"", ""data""=>""Warning. Pattern match \""\\\\b(?:(?:n(?:map|et|c)|w(?:guest|sh)|telnet|rcmd|ftp)\\\\.exe\\\\b|cmd(?:(?:32)?\\\\.exe\\\\b|\\\\b\\\\W*?\\\\/c))\"" at ARGS:a.""}, {""id""=>""950006"", ""message""=>""System Command Injection"", ""data""=>""Access denied with code 403 (phase 2). Pattern match \""(?:\\\\b(?:(?:n(?:et(?:\\\\b\\\\W+?\\\\blocalgroup|\\\\.exe)|(?:map|c)\\\\.exe)|t(?:racer(?:oute|t)|elnet\\\\.exe|clsh8?|ftp)|(?:w(?:guest|sh)|rcmd|ftp)\\\\.exe|echo\\\\b\\\\W*?\\\\by+)\\\\b|c(?:md(?:(?:\\\\.exe|32)\\\\b|\\\\b\\\\W*?\\\\/c)|d(?:\\\\b\\\\W*?[\\\\/]|\\\\W*?\\\\.\\\\.)|hmod.{0,40}?\\\\ ...\"" at ARGS:a.""}]",GET,/vulnerabilities/exec?a=telnet.exe,HTTP/1.1,-,-,-,-,-,-,-,-,-
" 4:06:13pm, Jan  9 +00:00",Access,-,162.88.252.190,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/weak_id?tag=/../../../../..//etc/passwd,1.1,-,403,2415,-,-,US,-,-,0.006
" 4:06:13pm, Jan  9 +00:00",WAF Rules,Block,162.88.252.190,-,zen86.cyberdemo.net,"[{""id""=>""950005"", ""message""=>""Remote File Access Attempt. Matched Data: /etc/ found within ARGS:tag: /../../../../..//etc/passwd"", ""data""=>""Warning. Pattern match \""(?:\\\\b(?:\\\\.(?:ht(?:access|passwd|group)|www_?acl)|global\\\\.asa|httpd\\\\.conf|boot\\\\.ini)\\\\b|\\\\/etc\\\\/)\"" at ARGS:tag.""}, {""id""=>""960024"", ""message""=>""Meta-Character Anomaly Detection Alert - Repetative Non-Word Characters"", ""data""=>""Warning. Pattern match \""\\\\W{4,}\"" at ARGS:tag.""}, {""id""=>""950103"", ""message""=>""Path Traversal Attack. Matched variable: REQUEST_URI with value: /vulnerabilities/weak_id?tag=/../../../../..//etc/passwd"", ""data""=>""Access denied with code 403 (phase 2). Pattern match \""\\\\.\\\\.[/\\\\x5c]\"" at REQUEST_URI.""}]",GET,/vulnerabilities/weak_id?tag=/../../../../..//etc/passwd,HTTP/1.1,-,-,-,-,-,-,-,-,-
" 4:06:12pm, Jan  9 +00:00",JSC,Block,162.88.252.135,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:06:12pm, Jan  9 +00:00",Access,-,162.88.252.135,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:06:12pm, Jan  9 +00:00",Access,-,162.88.252.168,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:06:12pm, Jan  9 +00:00",JSC,Block,162.88.252.168,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:06:11pm, Jan  9 +00:00",JSC,Block,162.88.252.135,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,-,-,-,US,-,-,-
" 4:06:11pm, Jan  9 +00:00",Access,-,162.88.252.135,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,1087,-,-,US,-,-,-
